"name","version","release_year","full_ua"
"Twitter","9.23.0","2021","Mozilla/5.0 (Linux; Android 4.4.2; X325–Locked to Life Wireless Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36 TwitterAndroid"
