"131142","Instagram App for Android","32","Android","Android OS","32","Google Inc","-1","general Mobile Phone","unknown","general Mobile Phone","unknown","Blink","unknown","a WebKit Fork by Google","Google Inc","0","Instagram App","Application","Facebook","0.0","unknown","1","1","1","1","1","1","3","Mobile Phone","touchscreen","unknown","unknown","unknown","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","30","19.449","6.42","0","1","2021-12-17 03:12:33","2021-12-17 03:12:33","2021-12-17 03:12:35","0",NULL,"Mozilla/5.0 (Linux; Android 11; GM1903 Build/RKQ1.201022.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.92 Mobile Safari/537.36 Instagram 216.0.0.20.137 Android (30/11; 450dpi; 1080x2125; OnePlus; GM1903; OnePlus7; qcom; en_US; 338723477)","268","2"
"131148","Chrome 96.0","64","Win10","Windows 10","64","Microsoft Corporation","-1","Windows Desktop","unknown","Windows Desktop","unknown","Blink","unknown","a WebKit Fork by Google","Google Inc","0","Chrome","Browser","Google Inc","96.0","96","1","1","1","1","1","-1","3","Desktop","mouse","unknown","unknown","10.0","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","31","20.478","6.85","0","1","2021-12-18 10:12:32","2021-12-18 10:12:32","2021-12-21 04:12:55","0",NULL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36","115","4"
"131149","Firefox 95.0","64","Win10","Windows 10","64","Microsoft Corporation","1","Windows Desktop","unknown","Windows Desktop","unknown","Gecko","95.0","For Firefox, Camino, K-Meleon, SeaMonkey, Netscape, and other Gecko-based browsers.","Mozilla Foundation","0","Firefox","Browser","Mozilla Foundation","95.0","95","1","1","1","1","1","-1","3","Desktop","mouse","unknown","unknown","10.0","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","32","21.111","7.11","0","1","2021-12-18 10:12:02","2021-12-18 10:12:02","2021-12-18 10:12:02","0",NULL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0","78","1"
"131150","Chrome 96.0 for Android","32","Android","Android OS","32","Google Inc","-1","general Mobile Phone","unknown","general Mobile Phone","unknown","Blink","unknown","a WebKit Fork by Google","Google Inc","0","Chrome","Browser","Google Inc","96.0","96","1","1","1","1","1","1","3","Mobile Phone","touchscreen","unknown","unknown","unknown","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","31","20.453","6.84","0","1","2021-12-20 03:12:46","2021-12-20 03:12:46","2021-12-20 03:12:46","0",NULL,"Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Mobile Safari/537.36","111","1"
"131151","Chrome 93.0 for Android","32","Android","Android OS","32","Google Inc","-1","general Mobile Phone","unknown","general Mobile Phone","unknown","Blink","unknown","a WebKit Fork by Google","Google Inc","0","Chrome","Browser","Google Inc","93.0","93","1","1","1","1","1","1","3","Mobile Phone","touchscreen","unknown","unknown","11.0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","31","21.738","7.37","7.4","1","2021-12-21 03:12:30","2021-12-21 03:12:30","2021-12-21 03:12:30","8",NULL,"Mozilla/5.0 (Linux; Android 11; CPH2067) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.62 Mobile Safari/537.36","120","1"
